6	1	100
x1	x2	x3	x4	x7	x8	f
0.0190476190476190	0.3000000000000000	0.0400000000000000	2.0000000000000000	0.0723641363340329	0.0723641363340329	0.0012500000000000
0.0190476190476190	0.3000000000000000	0.0600000000000000	2.0000000000000000	0.1029795413977760	0.0465813193382347	0.0019500000000000
0.0190476190476190	0.3000000000000000	0.0800000000000000	2.0000000000000000	0.1245330012453300	0.0393383293011546	0.0052800000000000
0.0190476190476190	0.3000000000000000	0.1000000000000000	2.0000000000000000	0.1439490995983820	0.0367217738085620	0.0100200000000000
0.0190476190476190	0.3000000000000000	0.1200000000000000	2.0000000000000000	0.1590562661541520	0.0352749239384453	0.0144300000000000
0.0156862745098039	0.3000000000000000	0.0400000000000000	2.0000000000000000	0.0730220161378656	0.0730220161378656	0.0014000000000000
0.0156862745098039	0.3000000000000000	0.0600000000000000	2.0000000000000000	0.1029795413977760	0.0466595640441399	0.0023300000000000
0.0156862745098039	0.3000000000000000	0.0800000000000000	2.0000000000000000	0.1245330012453300	0.0387058692612501	0.0060700000000000
0.0156862745098039	0.3000000000000000	0.1000000000000000	2.0000000000000000	0.1424176825794690	0.0356479550550583	0.0102600000000000
0.0156862745098039	0.3000000000000000	0.1200000000000000	2.0000000000000000	0.1585330409279470	0.0344568169941021	0.0138300000000000
0.0133333333333333	0.3000000000000000	0.0400000000000000	2.0000000000000000	0.0743743259826708	0.0743743259826708	0.0013000000000000
0.0133333333333333	0.3000000000000000	0.0600000000000000	2.0000000000000000	0.1029795413977760	0.0473858790080556	0.0027100000000000
0.0133333333333333	0.3000000000000000	0.0800000000000000	2.0000000000000000	0.1245330012453300	0.0387058692612501	0.0065400000000000
0.0133333333333333	0.3000000000000000	0.1000000000000000	2.0000000000000000	0.1424176825794690	0.0351759677788135	0.0100400000000000
0.0133333333333333	0.3000000000000000	0.1200000000000000	2.0000000000000000	0.1574968500629990	0.0337278555548373	0.0128800000000000
0.0242424242424242	0.4000000000000000	0.0400000000000000	2.0000000000000000	0.0754218912039220	0.0754218912039220	0.0011400000000000
0.0242424242424242	0.4000000000000000	0.0600000000000000	2.0000000000000000	0.1056896248018320	0.0502516771497249	0.0017500000000000
0.0242424242424242	0.4000000000000000	0.0800000000000000	2.0000000000000000	0.1274981672138460	0.0427359558964935	0.0048000000000000
0.0242424242424242	0.4000000000000000	0.1000000000000000	2.0000000000000000	0.1455138092604990	0.0397880094854615	0.0091600000000000
0.0242424242424242	0.4000000000000000	0.1200000000000000	2.0000000000000000	0.1622696109586080	0.0388169876076767	0.0149000000000000
0.0190476190476190	0.4000000000000000	0.0400000000000000	2.0000000000000000	0.0764993880048960	0.0764993880048960	0.0011900000000000
0.0190476190476190	0.4000000000000000	0.0600000000000000	2.0000000000000000	0.1056896248018320	0.0496495568777049	0.0018000000000000
0.0190476190476190	0.4000000000000000	0.0800000000000000	2.0000000000000000	0.1274981672138460	0.0414402561007827	0.0055600000000000
0.0190476190476190	0.4000000000000000	0.1000000000000000	2.0000000000000000	0.1455138092604990	0.0384133740002919	0.0100200000000000
0.0190476190476190	0.4000000000000000	0.1200000000000000	2.0000000000000000	0.1622696109586080	0.0373181904409455	0.0147800000000000
0.0156862745098039	0.4000000000000000	0.0400000000000000	2.0000000000000000	0.0776081178091228	0.0776081178091228	0.0010900000000000
0.0156862745098039	0.4000000000000000	0.0600000000000000	2.0000000000000000	0.1056896248018320	0.0499488024774606	0.0020600000000000
0.0156862745098039	0.4000000000000000	0.0800000000000000	2.0000000000000000	0.1274981672138460	0.0414402561007827	0.0062700000000000
0.0156862745098039	0.4000000000000000	0.1000000000000000	2.0000000000000000	0.1455138092604990	0.0375485314769339	0.0102500000000000
0.0156862745098039	0.4000000000000000	0.1200000000000000	2.0000000000000000	0.1606468714021790	0.0359307255611182	0.0140100000000000
0.0133333333333333	0.4000000000000000	0.0400000000000000	2.0000000000000000	0.0787494585974721	0.0787494585974721	0.0009700000000000
0.0133333333333333	0.4000000000000000	0.0600000000000000	2.0000000000000000	0.1070988701069200	0.0508681497558329	0.0025400000000000
0.0133333333333333	0.4000000000000000	0.0800000000000000	2.0000000000000000	0.1274981672138460	0.0414402561007827	0.0067100000000000
0.0133333333333333	0.4000000000000000	0.1000000000000000	2.0000000000000000	0.1455138092604990	0.0375485314769339	0.0101100000000000
0.0133333333333333	0.4000000000000000	0.1200000000000000	2.0000000000000000	0.1606468714021790	0.0359307255611182	0.0132300000000000
0.0242424242424242	0.5000000000000000	0.0400000000000000	2.0000000000000000	0.0787494585974721	0.0787494585974721	0.0011500000000000
