/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.40
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 11: 
(*(+(x1)(/(0.67821)(+(-(*(-(*(-(+(+(0.30616)(-(*(x1)(/(0.70125)(0.46541)))(0.03452)))(x1))(x1))(x1))(0.46785))(0.97778))(0.62288))(0.72420))))(0.28391)) | Numero de nos: 29 | Erro: 434176666894336.0000000000000000000000000 |
(*(*(x1)(*(+(+(-(*(+(/(x1)(x1))(/(-(/(-(+(0.14606)(0.86358))(x1))(0.43007))(x1))(x1)))(x1))(x1))(x1))(0.16422))(x1)))(x1)) | Numero de nos: 29 | Erro: 4820454397181952.0000000000000000000000000 |
(0.88504) | Numero de nos: 1 | Erro: 434176398458880.0000000000000000000000000 |
(/(0.67418)(/(*(*(/(-(0.20643)(0.81365))(x1))(+(-(/(+(/(x1)(*(-(/(x1)(x1))(0.87304))(0.93045)))(x1))(x1))(0.40410))(x1)))(0.35478))(0.05243))) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
(+(0.70113)(/(/(/(*(-(+(*(/(-(+(+(x1)(x1))(-(x1)(0.77987)))(-(x1)(x1)))(0.73293))(0.06623))(x1))(0.49126))(x1))(0.45091))(0.05167))(x1))) | Numero de nos: 29 | Erro: 434203141341184.0000000000000000000000000 |
(+(x1)(-(-(-(x1)(+(*(/(*(x1)(x1))(*(x1)(+(+(0.79263)(+(*(0.07431)(*(x1)(x1)))(x1)))(0.56065))))(0.79501))(0.23353)))(x1))(0.58119))) | Numero de nos: 29 | Erro: 434177002438656.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(/(*(/(x1)(*(0.01917)(*(x1)(/(0.31028)(/(x1)(/(0.24750)(/(0.61922)(+(-(*(/(x1)(-(0.79754)(x1)))(x1))(x1))(x1)))))))))(x1))(0.74264)) | Numero de nos: 29 | Erro: 433878066003968.0000000000000000000000000 |
(*(*(/(x1)(/(x1)(0.72051)))(0.46742))(/(*(x1)(/(*(x1)(/(+(+(/(x1)(x1))(0.73928))(0.39662))(0.03552)))(x1)))(*(x1)(-(0.79553)(x1))))) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(+(*(0.29969)(-(+(/(*(x1)(/(-(*(-(x1)(-(-(*(0.06214)(0.20029))(0.00290))(+(0.30622)(0.73440))))(0.29136))(x1))(x1)))(x1))(0.52827))(0.86349)))(x1)) | Numero de nos: 29 | Erro: 434177002438656.0000000000000000000000000 |
(/(0.35023)(0.57015)) | Numero de nos: 3 | Erro: 434176499122176.0000000000000000000000000 |
(/(+(/(/(+(-(0.90020)(*(/(x1)(*(/(+(0.96976)(x1))(+(x1)(-(/(x1)(x1))(x1))))(0.60610)))(0.03696)))(x1))(x1))(0.40754))(0.55333))(0.47096)) | Numero de nos: 29 | Erro: 434175089836032.0000000000000000000000000 |
(0.85473) | Numero de nos: 1 | Erro: 434176398458880.0000000000000000000000000 |
(+(+(*(x1)(0.41136))(/(0.91552)(0.15497)))(*(/(0.87484)(x1))(-(0.64650)(x1)))) | Numero de nos: 15 | Erro: 434175425380352.0000000000000000000000000 |
(*(*(-(x1)(x1))(+(0.13517)(x1)))(*(-(0.75957)(0.82827))(+(0.79110)(0.59215)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(+(-(x1)(x1))(-(x1)(x1)))(*(/(0.03937)(0.08094))(*(0.79308)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(+(+(0.41194)(0.55434))(/(x1)(x1)))(+(*(0.73354)(x1))(*(0.85458)(x1)))) | Numero de nos: 15 | Erro: 434177707081728.0000000000000000000000000 |
(+(/(/(x1)(x1))(*(x1)(x1)))(+(+(0.33424)(0.53642))(/(x1)(0.13068)))) | Numero de nos: 15 | Erro: 434179284140032.0000000000000000000000000 |
(-(-(+(0.23655)(0.31382))(+(x1)(0.65676)))(*(-(x1)(0.99487))(/(0.94647)(x1)))) | Numero de nos: 15 | Erro: 434176465567744.0000000000000000000000000 |
(*(+(-(0.03000)(x1))(+(x1)(0.71602)))(/(+(x1)(0.43001))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176499122176.0000000000000000000000000 |
(*(+(/(x1)(0.26542))(+(0.15864)(0.08692)))(+(*(x1)(x1))(+(0.80636)(0.58046)))) | Numero de nos: 15 | Erro: 441450059792384.0000000000000000000000000 |
(+(+(+(0.35151)(0.98349))(+(0.12104)(0.43406)))(*(-(x1)(0.72588))(+(0.10822)(0.05884)))) | Numero de nos: 15 | Erro: 434176197132288.0000000000000000000000000 |
(/(/(+(x1)(0.44179))(/(x1)(0.86608)))(*(/(x1)(x1))(+(0.64562)(0.62282)))) | Numero de nos: 15 | Erro: 434176499122176.0000000000000000000000000 |
(/(*(+(0.91974)(0.96924))(-(x1)(x1)))(/(+(x1)(x1))(+(x1)(0.81921)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(/(+(*(0.86584)(x1))(/(0.32575)(0.04044)))(*(-(0.98117)(0.98758))(*(x1)(0.36848)))) | Numero de nos: 15 | Erro: 434268002058240.0000000000000000000000000 |
(/(*(+(0.55031)(x1))(/(x1)(x1)))(-(/(x1)(x1))(/(0.19810)(0.79336)))) | Numero de nos: 15 | Erro: 434176901775360.0000000000000000000000000 |
(-(+(*(0.74886)(0.96506))(-(x1)(0.54305)))(/(*(0.72231)(x1))(/(x1)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(+(+(/(x1)(x1))(/(x1)(x1)))(-(+(0.09891)(x1))(-(0.17780)(0.92877)))) | Numero de nos: 15 | Erro: 434176197132288.0000000000000000000000000 |
(+(*(*(0.83102)(0.71764))(*(0.07785)(x1)))(/(*(0.33460)(x1))(+(0.66195)(0.62691)))) | Numero de nos: 15 | Erro: 434176700448768.0000000000000000000000000 |
(/(/(-(x1)(0.81390))(*(x1)(x1)))(-(-(x1)(x1))(/(x1)(0.16816)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(+(*(*(x1)(0.53517))(+(0.52901)(x1)))(+(+(0.90011)(x1))(-(0.71480)(x1)))) | Numero de nos: 15 | Erro: 433937323130880.0000000000000000000000000 |
(*(-(+(0.20365)(0.56383))(*(x1)(0.32481)))(/(*(0.21381)(0.17713))(*(0.96844)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(-(*(x1)(x1))(*(0.62749)(0.56651)))(+(*(x1)(0.94275))(/(0.69530)(0.98068)))) | Numero de nos: 15 | Erro: 435110050529280.0000000000000000000000000 |
(-(*(-(0.60506)(0.25355))(*(0.21897)(0.60912)))(-(+(0.00546)(0.73135))(-(0.95233)(0.67931)))) | Numero de nos: 15 | Erro: 434176734003200.0000000000000000000000000 |
(+(+(/(0.39051)(0.41398))(*(0.47093)(0.55196)))(-(/(0.05280)(x1))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176297795584.0000000000000000000000000 |
(/(-(*(0.74889)(0.05353))(-(x1)(0.21668)))(*(+(x1)(0.67983))(-(x1)(0.59230)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(+(+(/(0.84271)(x1))(+(0.63991)(x1)))(*(/(x1)(0.80807))(-(x1)(0.23823)))) | Numero de nos: 15 | Erro: 433623991844864.0000000000000000000000000 |
(-(/(-(x1)(x1))(/(x1)(x1)))(-(-(x1)(x1))(+(x1)(x1)))) | Numero de nos: 15 | Erro: 434177270874112.0000000000000000000000000 |
(-(+(*(0.36729)(x1))(-(x1)(0.32148)))(-(+(0.32197)(x1))(/(0.44935)(x1)))) | Numero de nos: 15 | Erro: 434176901775360.0000000000000000000000000 |
(/(+(/(x1)(x1))(*(0.38331)(0.16214)))(/(+(0.18613)(x1))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176364904448.0000000000000000000000000 |
(+(+(/(x1)(x1))(/(x1)(x1)))(-(-(0.90710)(0.97104))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176096468992.0000000000000000000000000 |
(/(+(-(0.50523)(0.07978))(+(x1)(0.11728)))(/(+(x1)(0.94803))(*(0.69356)(x1)))) | Numero de nos: 15 | Erro: 434176868220928.0000000000000000000000000 |
(-(/(/(x1)(0.77959))(+(0.18424)(0.58434)))(*(-(x1)(0.19510))(-(x1)(0.93557)))) | Numero de nos: 15 | Erro: 434624517898240.0000000000000000000000000 |
(+(*(*(x1)(x1))(-(0.59465)(x1)))(+(-(0.81841)(0.98801))(/(x1)(0.72423)))) | Numero de nos: 15 | Erro: 433019408089088.0000000000000000000000000 |
(/(*(*(0.44655)(0.30921))(-(x1)(x1)))(+(*(0.79162)(x1))(+(0.73208)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(/(+(x1)(0.46437))(-(x1)(x1)))(*(*(x1)(x1))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(/(/(x1)(x1))(+(0.46654)(x1)))(+(*(x1)(0.45909))(+(x1)(x1)))) | Numero de nos: 15 | Erro: 434176062914560.0000000000000000000000000 |
(-(+(*(x1)(x1))(+(0.97504)(0.25916)))(-(/(x1)(0.09836))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 433725997318144.0000000000000000000000000 |
(-(-(/(0.45375)(x1))(+(x1)(x1)))(+(-(0.98151)(x1))(/(0.48579)(0.09076)))) | Numero de nos: 15 | Erro: 434177707081728.0000000000000000000000000 |
(/(-(-(0.44798)(x1))(/(x1)(x1)))(-(+(x1)(x1))(-(0.95529)(x1)))) | Numero de nos: 15 | Erro: 434176700448768.0000000000000000000000000 |
(/(*(*(0.93841)(0.07785))(/(0.24329)(x1)))(+(/(x1)(x1))(-(x1)(0.01459)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(*(*(0.89279)(x1))(/(x1)(x1)))(*(/(x1)(0.91613))(*(0.95172)(x1)))) | Numero de nos: 15 | Erro: 435403786027008.0000000000000000000000000 |
(+(+(*(0.98456)(x1))(/(x1)(0.22520)))(*(-(x1)(0.02542))(-(0.68551)(0.22114)))) | Numero de nos: 15 | Erro: 434178780823552.0000000000000000000000000 |
(-(/(/(x1)(x1))(/(x1)(x1)))(+(*(x1)(0.88198))(+(0.31037)(0.31867)))) | Numero de nos: 15 | Erro: 434176197132288.0000000000000000000000000 |
(-(-(-(x1)(0.22828))(+(x1)(0.20322)))(+(*(x1)(0.26731))(-(0.93347)(0.25852)))) | Numero de nos: 15 | Erro: 434176767557632.0000000000000000000000000 |
(+(/(+(x1)(x1))(+(0.94009)(x1)))(+(+(0.87213)(x1))(*(x1)(x1)))) | Numero de nos: 15 | Erro: 433729755414528.0000000000000000000000000 |
(-(+(-(x1)(x1))(/(0.60305)(x1)))(-(/(0.88720)(0.78851))(+(x1)(0.08683)))) | Numero de nos: 15 | Erro: 434177136656384.0000000000000000000000000 |
(/(-(+(x1)(0.06037))(-(0.28062)(0.62767)))(*(*(x1)(0.04276))(+(x1)(0.09421)))) | Numero de nos: 15 | Erro: 434176566231040.0000000000000000000000000 |
(/(/(/(x1)(x1))(+(x1)(0.12207)))(/(+(x1)(0.23994))(-(0.96847)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(*(/(+(x1)(x1))(/(x1)(0.90786)))(-(-(x1)(x1))(-(x1)(x1)))) | Numero de nos: 15 | Erro: 434176633339904.0000000000000000000000000 |
(-(-(+(x1)(x1))(*(0.72826)(0.11173)))(*(*(x1)(x1))(+(x1)(x1)))) | Numero de nos: 15 | Erro: 432838851690496.0000000000000000000000000 |
(-(/(*(0.79513)(x1))(-(0.20164)(x1)))(*(-(x1)(0.86956))(/(0.65990)(x1)))) | Numero de nos: 15 | Erro: 434176935329792.0000000000000000000000000 |
(/(+(-(x1)(x1))(*(x1)(0.41658)))(+(+(x1)(0.10010))(+(0.79961)(x1)))) | Numero de nos: 15 | Erro: 434176599785472.0000000000000000000000000 |

MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(/(x1)(/(0.57790)(x1)))(x1))(0.52629))(x1))(x1))(0.03220)))(0.57997)))(x1))(x1)) | Numero de nos: 29 | Erro: 234693152735232.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(/(x1)(/(0.57790)(x1)))(x1))(0.52629))(x1))(x1))(0.15497)))(0.57997)))(x1))(x1)) | Numero de nos: 29 | Erro: 234693018517504.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.43861))(0.35887))(+(-(*(+(-(/(x1)(/(0.57790)(x1)))(x1))(0.52629))(x1))(x1))(0.15497)))(0.57997)))(x1))(x1)) | Numero de nos: 29 | Erro: 234500516741120.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.43861))(0.35887))(+(-(*(+(-(/(x1)(/(0.57790)(x1)))(x1))(0.52629))(x1))(x1))(0.15497)))(0.57997)))(x1))(x1)) | Numero de nos: 29 | Erro: 234500516741120.0000000000000000000000000 |
MELHOR: (*(+(0.77563)(+(+(+(+(0.43861)(x1))(0.01453))(*(0.09058)(x1)))(/(/(+(/(/(+(x1)(x1))(0.10981))(0.48592))(0.09058))(0.10981))(0.48592))))(x1)) | Numero de nos: 27 | Erro: 181813901262848.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(x1)(0.35887))(+(-(*(+(-(/(x1)(/(/(x1)(x1))(x1)))(0.48592))(0.52629))(x1))(x1))(0.15497)))(0.57997)))(x1))(x1)) | Numero de nos: 29 | Erro: 411732410368.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.96963)) | Numero de nos: 29 | Erro: 44477284352.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.96963)) | Numero de nos: 29 | Erro: 44477284352.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.09058)) | Numero de nos: 29 | Erro: 44475695104.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.09058)) | Numero de nos: 29 | Erro: 44475695104.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.09058)) | Numero de nos: 29 | Erro: 44475695104.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.09058)) | Numero de nos: 29 | Erro: 44475695104.0000000000000000000000000 |
MELHOR: (-(/(*(*(+(*(*(+(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(0.96622))(x1))))(0.37791))(x1))(0.27561))(0.89657))(0.64544))(x1))(x1))(0.37803))(0.09058)) | Numero de nos: 29 | Erro: 44475695104.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(*(+(x1)(0.63430))(x1))(x1))(x1))(x1))(x1))(x1)))(0.57997)))(0.77563))(x1)) | Numero de nos: 29 | Erro: 25461239808.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(*(+(x1)(0.63430))(x1))(x1))(x1))(x1))(x1))(x1)))(0.57997)))(0.77563))(x1)) | Numero de nos: 29 | Erro: 25461239808.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(*(+(x1)(0.63430))(x1))(x1))(x1))(x1))(x1))(x1)))(0.57997)))(0.77563))(x1)) | Numero de nos: 29 | Erro: 25461239808.0000000000000000000000000 |
MELHOR: (-(+(+(0.77920)(+(*(-(+(x1)(0.38762))(0.35887))(+(-(*(+(-(*(+(x1)(0.63430))(x1))(x1))(x1))(x1))(x1))(x1)))(0.57997)))(0.77563))(x1)) | Numero de nos: 29 | Erro: 25461239808.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(x1))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 281223872.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(x1))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 281223872.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(0.18915))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 31257040.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(0.18915))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 31257040.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(0.18915))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 31257040.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(0.18915))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(x1)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 31257040.0000000000000000000000000 |
MELHOR: (*(+(0.70940)(+(+(+(+(0.64544)(0.18915))(x1))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(x1)(*(/(x1)(x1))(0.35441))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 15659420.0000000000000000000000000 |
MELHOR: (*(+(x1)(+(+(+(/(0.35997)(0.95807))(0.70940))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(0.26127)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 53036.1289062500000000000000000 |
MELHOR: (*(+(x1)(+(+(+(/(0.35997)(0.95807))(0.70940))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(0.26127)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 53036.1289062500000000000000000 |
MELHOR: (*(+(x1)(+(+(+(/(0.35997)(0.95807))(0.70940))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(0.26127)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 53036.1289062500000000000000000 |
MELHOR: (*(+(x1)(+(+(+(/(0.35997)(0.95807))(0.70940))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(0.26127)(x1))(0.70940))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 37191.3750000000000000000000000 |
MELHOR: (*(+(x1)(+(+(+(/(0.35997)(0.95807))(0.06836))(*(*(x1)(x1))(x1)))(+(+(*(x1)(x1))(*(0.50084)(*(/(0.26127)(x1))(x1))))(0.57997))))(x1)) | Numero de nos: 29 | Erro: 2139.5944824218750000000000000 |
